CIDOC_Class,Louvre_Raw_String,Target_Vocabulary (THOT/AAT/WD),URI_Link
E39_Actor,Heinrich Schäfer,,http://www.wikidata.org/entity/Q98050
E39_Actor,Hemaka (chancelier royal),,http://www.wikidata.org/entity/Q1604676
E39_Actor,Henri Gauthier,,http://www.wikidata.org/entity/Q3131174
E39_Actor,Henri Loffet,,http://www.wikidata.org/entity/Q113810874
E39_Actor,Henri-Gustave Lengellé Tardy,,http://www.wikidata.org/entity/Q3130392
E39_Actor,Henry George Fischer,,http://www.wikidata.org/entity/Q1475068
E39_Actor,Hélène Guichard,,http://www.wikidata.org/entity/Q59921423
E39_Actor,Ian Shaw,,http://www.wikidata.org/entity/Q2527709
E39_Actor,Imaib (?),,http://www.wikidata.org/entity/Q181597
E39_Actor,Jacques Livet,,http://www.wikidata.org/entity/Q111971642
E39_Actor,Jacques Vandier,,http://www.wikidata.org/entity/Q1454840
E39_Actor,Jaromir Malek,,http://www.wikidata.org/entity/Q3162763
E39_Actor,Jean Capart,,http://www.wikidata.org/entity/Q2373298
E39_Actor,Jean Leclant,,http://www.wikidata.org/entity/Q329349
E39_Actor,Jean Sainte Fare Garnot,,http://www.wikidata.org/entity/Q3174519
E39_Actor,Jean Vercoutter,,http://www.wikidata.org/entity/Q869643
E39_Actor,Jean-Louis de Cenival,,http://www.wikidata.org/entity/Q2405896
E39_Actor,Jean-Luc Bovot,,http://viaf.org/viaf/249705819
E39_Actor,Jean-Luc Martinez,,http://www.wikidata.org/entity/Q3167200
E39_Actor,Jürgen von Beckerath,,http://www.wikidata.org/entity/Q66417
E39_Actor,Kamil O. Kuraszkiewicz,,http://viaf.org/viaf/102014521
E39_Actor,Kazimierz Michalowski,,http://www.wikidata.org/entity/Q1399403
E39_Actor,Kurt Lange,,http://viaf.org/viaf/78562147
E39_Actor,Laure Bazin Rizzo,,http://www.wikidata.org/entity/Q133654426
E39_Actor,Leo H. Roeten,,http://www.wikidata.org/entity/Q113811213
E39_Actor,Lise Manniche,,http://www.wikidata.org/entity/Q98688930
E39_Actor,Ludwig Borchardt,,http://www.wikidata.org/entity/Q60758
E39_Actor,Léon de Milloué,,http://www.wikidata.org/entity/Q16743102
E39_Actor,"M. Guimet, Émile Étienne",,http://www.wikidata.org/entity/Q285963
E39_Actor,Madoka Suzuki,,http://www.wikidata.org/entity/Q58800993
E39_Actor,Manuel Jover,,http://www.wikidata.org/entity/Q29307125
E39_Actor,Marc Étienne,,http://viaf.org/viaf/76496568
E39_Actor,Marianne Eaton-Krauss,,http://www.wikidata.org/entity/Q113734926
E39_Actor,Marie-Hélène Rutschowscaya,,http://www.wikidata.org/entity/Q113777727
E39_Actor,Martin Odler,,http://www.wikidata.org/entity/Q59201577
E39_Actor,Michelle C. Langley,,http://www.wikidata.org/entity/Q64005084
E39_Actor,"Montet, Pierre Marie",,http://www.wikidata.org/entity/Q689251
E39_Actor,Musée Guimet,,http://viaf.org/viaf/138403787
E39_Actor,Nathalie Bosson,,http://www.wikidata.org/entity/Q93225307
E39_Actor,Nicolas Grimal,,http://www.wikidata.org/entity/Q1151126
E39_Actor,Pascale Dhaussy-Martinez,,http://viaf.org/viaf/5275159478054327990002
E39_Actor,Patrick F. Houlihan,,http://viaf.org/viaf/117463690
E39_Actor,Peter A. Clayton,,http://www.wikidata.org/entity/Q3376415
E39_Actor,Peter Kaplony,,http://www.wikidata.org/entity/Q124885
E39_Actor,Philippe Germond,,http://viaf.org/viaf/39406476
E39_Actor,Pierre Du Bourguet,,http://www.wikidata.org/entity/Q3387786
E39_Actor,Pierre Grandet,,http://www.wikidata.org/entity/Q3385301
E39_Actor,Pierre Montet,,http://www.wikidata.org/entity/Q689251
E39_Actor,Qaa,,http://www.wikidata.org/entity/Q151819
E39_Actor,Renée Friedman,,http://www.wikidata.org/entity/Q2144921
E39_Actor,Richard H. Wilkinson,,http://www.wikidata.org/entity/Q583026
E39_Actor,Romain Perrin,,http://www.wikidata.org/entity/Q131844610
E39_Actor,Rosalind L.B. Moss,,http://www.wikidata.org/entity/Q15130156
E39_Actor,Rudolf Anthes,,http://www.wikidata.org/entity/Q2172342
E39_Actor,Sally B. Johnson,,http://viaf.org/viaf/93240321
E39_Actor,Sophie Labbé-Toutée,,http://viaf.org/viaf/305816470
E39_Actor,Stephen G. Quirke,,http://www.wikidata.org/entity/Q7610300
E39_Actor,Sydney Hervé Aufrère,,http://www.wikidata.org/entity/Q3506826
E39_Actor,Thierry De Putter,,http://www.wikidata.org/entity/Q83968197
E39_Actor,Thierry Pautot,,http://viaf.org/viaf/53970703
E39_Actor,Tom Hare,,http://viaf.org/viaf/294286082
E39_Actor,W. Vivian Davies,,http://viaf.org/viaf/307196467
E39_Actor,Walther Wolf,,http://www.wikidata.org/entity/Q2547506
E39_Actor,Werner Forman,,http://www.wikidata.org/entity/Q1308849
E39_Actor,Whitney M. Davis,,http://www.wikidata.org/entity/Q52698732
E39_Actor,Yann Tristant,,http://www.wikidata.org/entity/Q113734492
E39_Actor,Âha,,http://www.wikidata.org/entity/Q106771
E39_Actor,Élisabeth Delange,,http://www.wikidata.org/entity/Q113774602
E39_Actor,Évelyne Faivre-Martin,,http://viaf.org/viaf/59256394
E4_Period,Anedjib,,http://www.wikidata.org/entity/Q111079
E4_Period,Den,,http://thot.philo.ulg.ac.be/concept/thot-149
E4_Period,Djet,,http://www.wikidata.org/entity/Q151828
E4_Period,Ière dynastie,,http://thot.philo.ulg.ac.be/concept/thot-143
E4_Period,Qaa,,http://thot.philo.ulg.ac.be/concept/thot-152
E4_Period,Âha,,http://thot.philo.ulg.ac.be/concept/thot-145
E53_Place,Abou Rawach,,http://www.wikidata.org/entity/Q335278
E53_Place,Abydos,,http://www.wikidata.org/entity/Q192268
E53_Place,Haute Égypte,,http://www.wikidata.org/entity/Q203751
E53_Place,Nécropole memphite,,http://www.wikidata.org/entity/Q10334749
E53_Place,Oumm el-Qaab,,http://www.wikidata.org/entity/Q853955
E53_Place,Région memphite,,http://www.wikidata.org/entity/Q5715
E53_Place,Égypte,,http://www.wikidata.org/entity/Q79
E55_Type,Diamètre,,http://vocab.getty.edu/aat/300055624
E55_Type,Epaisseur,,http://vocab.getty.edu/aat/300072633
E55_Type,Excavation/Discovery,,http://vocab.getty.edu/aat/300404386
E55_Type,Hauteur,,http://vocab.getty.edu/aat/300055644
E55_Type,Largeur,,http://vocab.getty.edu/aat/300055647
E55_Type,Longueur,,http://vocab.getty.edu/aat/300055645
E55_Type,achat,,http://vocab.getty.edu/aat/300417642
E55_Type,achat en vente publique,,http://vocab.getty.edu/aat/300417643
E55_Type,bas-relief saillant,,http://vocab.getty.edu/aat/300053623
E55_Type,dessin,,http://vocab.getty.edu/aat/300033973
E55_Type,gravure,,http://vocab.getty.edu/aat/300053829
E55_Type,partage après fouilles,,http://vocab.getty.edu/aat/300417654
E55_Type,peinture ( peinture dans les signes gravés),,http://vocab.getty.edu/aat/300053343
E55_Type,ronde-bosse,,http://vocab.getty.edu/aat/300047264
E57_Material,albâtre égyptien,,http://vocab.getty.edu/aat/300011101
E57_Material,bois,,http://vocab.getty.edu/aat/300011914
E57_Material,calcaire,,http://vocab.getty.edu/aat/300011286
E57_Material,encre,,http://vocab.getty.edu/aat/300015012
E57_Material,ivoire d'hippopotame,,http://vocab.getty.edu/aat/300011857
E57_Material,ivoire d'éléphant,,http://vocab.getty.edu/aat/300011857
E57_Material,marbre,,http://vocab.getty.edu/aat/300011443
E57_Material,marbre (?),,http://vocab.getty.edu/aat/300011445
E57_Material,serpentinite,,http://vocab.getty.edu/aat/300210275
E39_Actor,Agnès Durand,,http://viaf.org/viaf/130601
E39_Actor,Ali Radwan,,http://www.wikidata.org/entity/Q2836283
E39_Actor,"Amélineau, Jacques",,
E39_Actor,Annabelle Ténèze,,http://www.wikidata.org/entity/Q42304973
E39_Actor,Bastien Ségalas,,
E39_Actor,Brigitte Goede,,http://viaf.org/viaf/54854995
E39_Actor,"Carr, Seton",,
E39_Actor,Djer,,http://www.wikidata.org/entity/Q152375
E39_Actor,Egypt Exploration Fund,,http://www.wikidata.org/entity/Q1299166
E39_Actor,Félix Michel,,
E39_Actor,Hourig Sourouzian,,http://www.wikidata.org/entity/Q106463570
E39_Actor,Hélène Bouillon,,http://www.wikidata.org/entity/Q112562639
E39_Actor,Inedj (?),,
E39_Actor,Isabelle Franco,,
E39_Actor,James F. R. Masters,,
E39_Actor,Jean-Christophe Piot,,http://www.wikidata.org/entity/Q35130039
E39_Actor,Jeanne Vandier d'Abbadie,,http://www.wikidata.org/entity/Q3176108
E39_Actor,Jochem Kahl,,http://www.wikidata.org/entity/Q1691027
E39_Actor,Juliette Barthélémy,,http://viaf.org/viaf/51174436837610930691
E39_Actor,Kurt Sethe,,http://www.wikidata.org/entity/Q70079
E39_Actor,"M. Weill, Raymond Charles Isaac",,http://viaf.org/viaf/22210945
E39_Actor,Maria Ludwika Bernhard,,http://www.wikidata.org/entity/Q11769012
E39_Actor,Mathilde Sarret,,
E39_Actor,Matthieu Begon,,http://viaf.org/viaf/171146029501135820906
E39_Actor,Mlle Puy Le Blanc,,
E39_Actor,Mérytneith,,http://www.wikidata.org/entity/Q230548
E39_Actor,Nathalie Couton-Perche,,http://viaf.org/viaf/36163628527823461032
E39_Actor,Neithhetep,,http://www.wikidata.org/entity/Q255585
E39_Actor,Paris Les collections du Louvre,,
E39_Actor,"Petrie, William Matthew Flinders",,http://www.wikidata.org/entity/Q220130
E39_Actor,Pierre Adam,,http://www.wikidata.org/entity/Q932402
E39_Actor,Richard-Alain Jean,,http://viaf.org/viaf/170405887
E39_Actor,Roland May,,
E39_Actor,Sanders Müskens,,
E39_Actor,Simon Delvaux,,http://viaf.org/viaf/315250774
E39_Actor,Sémerkhet,,http://www.wikidata.org/entity/Q151805
E39_Actor,Ute Rummel,,http://www.wikidata.org/entity/Q113775284
E39_Actor,William Matthew Flinders Petrie,,http://www.wikidata.org/entity/Q220130
E39_Actor,alle Sorgenti del Tempo l'antico egitto dalla Preistoria alle Piramidi Kemet,,
E39_Actor,empreinte Kaplony 17,,
E39_Actor,"untel (dignitaire, administrateur-adj-mer)",,
E39_Actor,Égypte Les origines de l'écriture en Mésopotamie,,
E4_Period,Semerkhet,,http://thot.philo.ulg.ac.be/concept/thot-151
E4_Period,Djer,,http://thot.philo.ulg.ac.be/concept/thot-147
E4_Period,Ière dynastie,,http://thot.philo.ulg.ac.be/concept/thot-143
E4_Period,Semerkhet,,http://thot.philo.ulg.ac.be/concept/thot-151
E53_Place,Afrique du Nord,,http://www.wikidata.org/entity/Q27381
E53_Place,Basse Égypte,,http://www.wikidata.org/entity/Q463871
E53_Place,Hélouan,,http://www.wikidata.org/entity/Q771345
E53_Place,Louvre-Lens,,
E53_Place,"Sully, [AE] Salle 329 - Les loisirs, Vitrine 7",,
E53_Place,"Sully, [AE] Salle 329 - Les loisirs, Vitrine 8",,
E53_Place,"Sully, [AE] Salle 334 - Matériaux et techniques, Vitrine 7",,
E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Galerie d'étude",,
E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Galerie d'étude, Vitrine ge 1",,
E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Galerie d'étude, Vitrine ge 2",,
E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Hors vitrine",,
E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Vitrine 2",,
E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Vitrine 3",,
E53_Place,"Sully, [AE] Salle 634 - L'époque thinite, Vitrine 4",,
E53_Place,"Varsovie (Pologne), Muzeum Narodowe w Warszawie (Musée national à Varsovie), salle d'exposition",,http://www.wikidata.org/entity/Q153306
E53_Place,cimetière M,,
E53_Place,non exposé,,
E53_Place,tombe M01,,
E53_Place,tombe M02,,
E53_Place,tombe M07,,
E53_Place,tombe de Den,,
E53_Place,tombe de Djer,,
E53_Place,tombe de Djet,,
E53_Place,tombe de Khâsékhemouy,,
E53_Place,tombe de Âha,,
E55_Type,Denomination,,http://vocab.getty.edu/aat/300417208
E55_Type,Encombrement,,http://vocab.getty.edu/aat/300266036
E55_Type,Louvre Department ID,,
E55_Type,Previous Ownership/Excavator,,
E55_Type,Primary Title,,http://vocab.getty.edu/aat/300417209
E55_Type,affecté au Louvre,,
E55_Type,ancien fonds,,http://vocab.getty.edu/aat/300311913
E55_Type,don,,http://vocab.getty.edu/aat/300417637
E55_Type,engobage,,http://vocab.getty.edu/aat/300015111
E55_Type,estampage,,http://vocab.getty.edu/aat/300103035
E55_Type,inachevé,,http://vocab.getty.edu/aat/300221288
E55_Type,incision,,http://vocab.getty.edu/aat/300186231
E55_Type,legs sous réserve d'usufruit,,http://vocab.getty.edu/aat/300417641
E55_Type,sculpture,,http://vocab.getty.edu/aat/300047190
E55_Type,taille (sur les deux faces),,
E57_Material,alliage cuivreux,,http://vocab.getty.edu/aat/300010942
E57_Material,alliage cuivreux (?),,http://vocab.getty.edu/aat/300010942
E57_Material,cuivre,,http://vocab.getty.edu/aat/300011020
E57_Material,cuivre (?),,http://vocab.getty.edu/aat/300011020
E57_Material,diorite (quartzdiorite),,http://vocab.getty.edu/aat/300011219
E57_Material,fer,,http://vocab.getty.edu/aat/300024861
E57_Material,grauwacke,,http://vocab.getty.edu/aat/300011391
E57_Material,ivoire,,http://vocab.getty.edu/aat/300011857
E57_Material,ivoire (?),,http://vocab.getty.edu/aat/300011857
E57_Material,pierre,,http://vocab.getty.edu/aat/300011176
E57_Material,porphyre,,http://vocab.getty.edu/aat/300011238
E57_Material,silex,,http://vocab.getty.edu/aat/300011143
E57_Material,terre crue,,http://vocab.getty.edu/aat/300404797
E57_Material,terre crue (bouchon : à l'origine),,
E57_Material,terre crue (partiellement cuite par incendie),,
E57_Material,terre crue (semi cuite par incendie),,
E57_Material,terre crue (à l'origine),,
E57_Material,terre cuite,,http://vocab.getty.edu/aat/300010669
E57_Material,terre cuite (bouchon : cuite par le Laboratoire de Recherche des musées de France en 1967 d'après Compte-rendu de Catherine Delacour stage DAE en 1990),,
E57_Material,terre cuite (couvercle),,
E57_Material,terre cuite (crue à l'origine),,
E57_Material,terre cuite (cuite par le Laboratoire de Recherche des musées de France en 1967 d'après Compte-rendu de Catherine Delacour stage DAE en 1990),,
