Image,Object type,Museum number,Description,Authority,Culture,Production date,Find spot,Materials,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Subjects,Assoc name,Acq name (acq),Acq name (excavator),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids
,bead (object name),No: Optional[EA38027],"Cylinder bead: of green glazed composition, partly decayed in certain areas to white or brown. The bead has a fine bore.; ",,2nd Dynasty; 1st Dynasty,,Found/Acquired: Temple of Osiris-Khentimentu (Abydos),glazed composition,glazed; bored,0.40 centimetres;  1.70 centimetres; ,,"Chamber M seems to have been used as a rubbish hole: the objects in it were generally damaged. The latest pottery and flints date to the reign of Peribsen and the jewellery is not likely to be much earlier.
Bibliography: 
W. M. F. Petrie, 'Abydos' II (London, 1903), 23, 26. Similar beads are shown on pl.VIII, 153-4, 159;
E. A. Wallis Budge 'A Guide to the Fourth, Fifth and Sixth Egyptian Rooms, and the Coptic Room' (London, 1922), 290, no. 227.",Andrews 1981 / Catalogue of Egyptian Antiquities. Jewellery I; Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38027,"1903,1010.19",
,blade (object name),No: Optional[EA68789],Thin flake of brown flint: with a pointed tip. One edge slightly chipped. The upper surface bears a small patch of white crust.; ,,1st Dynasty,,Excavated/Findspot: Tarkhan,flint,,7.40 centimetres max ;  0.50 centimetres;  1.50 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,"Donated by: British School of Archaeology, Egypt",,1913,,,Egypt and Sudan,EA68789,"1913,1027.24",
,blade (object name),No: Optional[EA68788],Thin flake of brown striped flint blade: with a pointed tip and rounded butt. The entire length of one edge has been sharpened by chipping.; ,,1st Dynasty,,Excavated/Findspot: Tarkhan,flint,,6.50 centimetres max ;  0.40 centimetres;  1.50 centimetres max ; ,,"For grave 2053, see W. M. F. Petrie, 'Tarkhan' II (London, 1914), pl. IV (1982), 6 and pl.XLIII.",Spencer 1980 / Early Dynastic Objects,Not on display,,,"Donated by: British School of Archaeology, Egypt",,1913,,,Egypt and Sudan,EA68788,"1913,1027.23",
,blade (object name),No: Optional[EA68790],Thin flake of brown flint: with a sharply-pointed tip. One edge sharpened by chipping.; ,,1st Dynasty,,Excavated/Findspot: Tarkhan,flint,,8.00 centimetres max ;  0.40 centimetres;  1.60 centimetres max ; ,,"For grave 2053, see W. M. F. Petrie, 'Tarkhan' II (London, 1914), pl. IV (1982), 6 and pl.XLIII.",Spencer 1980 / Early Dynastic Objects,Not on display,,,"Donated by: British School of Archaeology, Egypt",,1913,,,Egypt and Sudan,EA68790,"1913,1027.25",
,blade (object name),No: Optional[EA68734],"Broad flake of brown flint: with a pointed tip and rounded butt. Slightly sharpened along the edges by chipping, but completely unworked at the ends.; ",,1st Dynasty,,Excavated/Findspot: Abydos,flint,,8.90 centimetres;  0.50 centimetres;  1.90 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68734,"1900,1005.47",
,blade (object name),No: Optional[EA68730],"A broad flake of brown flint: originally with a pointed tip, now broken off. The butt end is rounded and has been slightly chipped along the edge.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Qaa,flint,flaked,5.80 centimetres;  0.60 centimetres;  2.50 centimetres max ; ,,"Bibliography:
W. M. F. Petrie, 'Abydos' I (London, 1902), 8, pl.XV, group marked Q, second from end of row.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68730,"1900,1005.43",
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_16/b61f54ce_45b2_46ae_8d6d_a3da0110755c/preview_01215848_001.jpg,blade (object name),No: Optional[EA68764],A thin flake of brown flint: with a pointed tip. The butt end has been chipped to form an abrupt point with sharp edges.; ,,1st Dynasty,,Excavated/Findspot: Tomb of Djer,flint,flaked,7.50 centimetres;  0.40 centimetres;  1.10 centimetres max ; ,,"Bibliography:
W. M. F. Petrie, 'Abydos' I (London, 1902), 8, pl.XIV, group marked O, centre row, second from end.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1901,,,Egypt and Sudan,EA68764,"1901,1028.27",
,blade (object name),No: Optional[EA68763],"A thin flake of brown flint: with a chipped abrupt point at the butt end. The other end is narrow, rounded and slightly chipped.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djer (?);  Excavated/Findspot: Tomb of Djet (?),flint,flaked,8.30 centimetres;  0.40 centimetres;  1.40 centimetres max ; ,,"Bears excavators mark. O. The flints 68755-69 are recorded in the registers of the British and Medieval Department as coming from the tomb of Djet, but 10 of this group definitely come from the tomb of Djer, and it is almost certain that the same is true of the remaining 5.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1901,,,Egypt and Sudan,EA68763,"1901,1028.26",
,blade (object name),No: Optional[EA68094],"Flake of pale brown flint: of triangular section, completely unworked. The tip is pointed and the butt bears a patch of white crust.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,6.40 centimetres;  1.00 centimetres max ;  1.40 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68094,"1971,0227.27",
,blade (object name),No: Optional[EA68075],Thin flake of brown flint: with a pointed tip. The butt end has been slightly chipped.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,10.10 centimetres;  0.60 centimetres;  1.60 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68075,"1971,0227.8",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/4e481c81_6f2d_4e66_9ed7_a3b9015f8317/preview_00229048_001.jpg,blade (object name),No: Optional[EA68088],"Thin flake of brown flint: broken off about halfway along its length, the pointed tip being lost. The butt end is rounded and has been chipped to form a sharp edge.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,4.50 centimetres;  0.40 centimetres;  1.80 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68088,"1971,0227.21",
,blade (object name),No: Optional[EA68072],Pointed flake of brown striped flint: slightly chipped along the edges towards the tip.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,7.80 centimetres;  0.80 centimetres;  2.30 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68072,"1971,0227.5",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/627608cf_42a4_4499_961d_a3b9015bd438/preview_00227940_001.jpg,blade (object name),No: Optional[EA68081],"Thin flake of pale brown flint: with a pointed tip, upon which is a small trace of white crust. The butt end is rounded and has been slightly chipped.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis) (?),flint,,6.80 centimetres;  0.30 centimetres;  1.40 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,,1971,,,Egypt and Sudan,EA68081,"1971,0227.14",
,blade (object name),No: Optional[EA68083],"Flake of brown flint of triangular section: with a sharp median ridge. The butt has been shaped to a blunt point with chipped edges, but the tip of the flake, which was pointed, has been broken away.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,6.80 centimetres;  0.80 centimetres;  1.50 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68083,"1971,0227.16",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/5f91ac8c_4465_4802_be8a_a3b9015bd311/preview_00228011_001.jpg,blade (object name),No: Optional[EA68762],"A broad, thin flake of brown flint: with a pointed tip and rounded butt. The butt end has a distinct bulb of percussion, and has been slightly worked to an edge by chipping.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djer,flint,flaked,9.50 centimetres;  0.60 centimetres;  2.40 centimetres max ; ,,"Bibliography:
W. M. F. Petrie, 'Abydos' I (London, 1902), 8, pl.XIV, group marked O, at end of row.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1901,,,Egypt and Sudan,EA68762,"1901,1028.25",
,blade (object name),No: Optional[EA68728],"Thin flake of brown flint: with a pointed tip. Both ends slightly chipped, the butt having been formed into a blunt point.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Qaa,flint,,9.90 centimetres;  0.50 centimetres;  1.90 centimetres max ; ,,"See W. M. F. Petrie, 'Abydos' I (London, 1902), pl.XV, group marked Q.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68728,"1900,1005.41",
,blade (object name),No: Optional[EA68700],"Thin flake of brown flint, chipped to a point at the tip.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Merneit,flint,,7.50 centimetres max ;  0.50 centimetres;  1.70 centimetres max ; ,,"see Petrie, Abydos I, pl.XV, group marked Y",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68700,"1900,1005.13",
,blade (object name),No: Optional[EA68729],Thin flake of brown flint: pointed at one end and rounded at the other. Both ends have been sharpened by chipping.; ,,1st Dynasty,,Excavated/Findspot: Tomb of Qaa,flint,flaked,7.40 centimetres;  0.40 centimetres;  1.50 centimetres max ; ,,"See W. M. F. Petrie, 'Abydos' I (London, 1902), pl.XV, group marked Q.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA68729,"1900,1005.42",
,blade (object name),No: Optional[EA68085],"Thin flake of pale brown flint: originally with a pointed tip, now broken. There is a patch of white crust on the upper surface. The butt is rounded and unworked.; ",Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,5.30 centimetres;  0.60 centimetres;  1.40 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,,1971,,,Egypt and Sudan,EA68085,"1971,0227.18",
,blade (object name),No: Optional[EA68078],Narrow flake of pale brown flint: with a pointed tip. One edge of the flake has been sharpened by chipping.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,8.20 centimetres;  0.40 centimetres;  1.00 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68078,"1971,0227.11",
,blade (object name),No: Optional[EA68103],Thin flake of brown flint: with a pointed tip. The butt end has been chipped to form a rough blunt point.; ,,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,8.10 centimetres;  0.50 centimetres;  1.30 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68103,"1971,0227.37",
,blade (object name),No: Optional[EA68100],Thin flake of brown flint: with a pointed tip and rounded butt. One edge of the flake has been very slightly chipped.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,8.20 centimetres;  0.50 centimetres;  2.00 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68100,"1971,0227.34",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/4fc02602_86d3_4490_af41_a3b9015bd708/preview_00227942_001.jpg,blade (object name),No: Optional[EA68082],Flake of brown flint with a pointed tip: no attempt has been made to sharpen the flake.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,6.80 centimetres;  0.90 centimetres;  1.70 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68082,"1971,0227.15",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/9f9dfa80_e058_4122_bf8a_a3b9015bd2a0/preview_00227939_001.jpg,blade (object name),No: Optional[EA68079],Flake of pale brown flint: with a pointed tip. Both ends slightly sharpened by chipping.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,,6.10 centimetres;  0.60 centimetres;  1.30 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68079,"1971,0227.12",
,blade (object name),No: Optional[EA68074],One of two flakes of translucent brown flint: struck from the same core and now refitted together. The larger flake has a patch of white crust on the upper surface and has been chipped at the butt.; ,Qaa,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,10.50 centimetres;  2.10 centimetres max ; ,,"Attached to 1971,0227.36.
These two flakes bear a faint note in pencil, 'W. room N. complex', indicating that they come from the so-called Funerary Temple on the north side of the tomb.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68074,"1971,0227.7",
,blade (object name),No: Optional[EA68102],One of two flakes of translucent brown flint: struck from the same core and now refitted together. The larger flake has a patch of white crust on the upper surface and has been chipped at the butt.; ,,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),flint,flaked,10.00 centimetres;  2.60 centimetres max ; ,,"Attached to 1971,0227.7
These two flakes bear a faint note in pencil, 'W. room N. complex', indicating that they come from the so-called Funerary Temple on the north side of the tomb.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68102,"1971,0227.36",
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_17/3624bffd_92a8_4261_8aeb_a3da011ebbe9/preview_01220531_001.jpg,blade (object name),No: Optional[EA68777],"Flint blade - 6 flake blades fitted together to form part of a core, rectangular.; ",,1st Dynasty,,Found/Acquired: Maidum,flint,,9.70 centimetres;  6.60 centimetres max ; ,,,,"On display (Room 64 - Early Egypt, Display Case 5)",,,"Donated by: British School of Archaeology, Egypt;  Donated through: Sir William Matthew Flinders Petrie",,1910,,,Egypt and Sudan,EA68777,"1910,1116.2",
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_16/f741b919_82a8_4a3f_86d0_a3da01109e04/preview_01215968_001.jpg,bodkin (object name),No: Optional[EA68153],"A copper bodkin: of square section, tapering to a pointed tip. At the top of the blade the metal has been hammered to form a narrow rod, looped over at the end. Surface corroded.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),copper,hammered; looped,10.00 centimetres;  0.80 centimetres max ; ,,"Bibliography: 
W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 50, no. 7 or 9.
For similar objects of Early Dynastic date, see W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' I' (Cairo, 1949), 48-9 and pl.9B; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pls.XXXVIII, 92; XLIII, 17; Z. Y. Saad, 'The excavations at Helwan art and civilization in the first and second Egyptian dynasties' (Norman, 1969), pl.37; E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ III, (1897-8), pl.VIII, 15.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,,1971,,,Egypt and Sudan,EA68153,"1971,0227.87",
,bowl (object name),No: Optional[EA30365],"Green-grey volcanic ash bowl: with a flat base, marked on the interior with an incised circle, the rim curves inwards to a flattened inner edge. Partially reconstructed and one piece of rim missing.; ",,1st Dynasty; 2nd Dynasty,,Found/Acquired: Egypt,volcanic ash,incised,7.00 centimetres base ;  22.80 centimetres rim; max ;  5.20 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Purchased from: Rev Chauncey Murch,,1898,,,Egypt and Sudan,EA30365,"1898,1008.4",
,bowl (object name),No: Optional[EA36365],"Large bowl of green-grey volcanic ash: with a flat base, flaring sides and an incurving rim. The base is countersunk on the interior,  and the rim chipped in four places.; ",,1st Dynasty; 2nd Dynasty,,Found/Acquired: Egypt,volcanic ash,,11.00 centimetres base ;  34.20 centimetres max;rim ;  13.60 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Purchased through: Rev Chauncey Murch;  Purchased from: Mohammed Mohassib,,1902,,,Egypt and Sudan,EA36365,"1902,0412.65",
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_14/7be82b83_db51_4fea_aeb0_a3da00f05ef6/preview_01211619_001.jpg,bowl (object name),No: Optional[EA32076],"Variegated pink limestone bowl: with veins of red, on a flat base, marked in the interior with an incised circle. The rim is of the incurved type and is slightly broken.; ",,1st Dynasty; 2nd Dynasty,,Found/Acquired: Egypt,limestone,incised,29.20 centimetres;  5.40 centimetres;  1.84 kilograms; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Purchased from: Miss Selima Harris,,1875,,,Egypt and Sudan,EA32076,"1875,0810.30",Miscellaneous number: BS.4596b (BS.4596b)
,bowl (object name),No: Optional[EA68148],"Pale-red breccia bowl: with flat base, flaring sides and incurving rim, a small part of which is missing, the interior of the base is countersunk, restored from fragments.; ",,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),breccia,,10.70 centimetres max ;  3.40 centimetres; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,Excavated by: Prof Walter B Emery,1971,,,Egypt and Sudan,EA68148,"1971,0227.82",
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_16/5b724ff1_579b_4891_ad7e_a3da0110abee/preview_01215874_001.jpg,bowl (object name); model (object name),No: Optional[EA32679],Model bowl of limestone: with only a slight depression in the top. The rough exterior surface bears patches of black paint.; ,,1st Dynasty,,Excavated/Findspot: Tomb of Qaa,limestone,painted,3.00 centimetres base ;  11.00 centimetres rim ;  4.50 centimetres; ,,"Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' I, 15, 28, pl.XXXVIII, 5-6.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA32679,"1900,1015.41",
https://media.britishmuseum.org/media/Repository/Documents/2017_2/20_14/31eb1afd_30a1_4957_8665_a72000f50044/preview_30891.jpg,bowl (object name),No: Optional[EA30891],Bowl of marl pottery with a flat base and incurving irregular rim. The exterior surface is smoothed around the rim but rough scraped below. The interior has been carefully smoothed.; ,,1st Dynasty,,Excavated/Findspot: Hiw,pottery,scraped,6.20 centimetres base ;  21.20 centimetres rim ;  10.20 centimetres max ; ,,"For this site, see W. M. F. Petrie, 'Diospolis Parva : the cemeteries of Abadiyeh and Hu, 1898-9' (London, 1901).
Marked H on base. Like Late ware L16B in Petrie’s Corpus of Prehistoric Pottery (1921).",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1899,,,Egypt and Sudan,EA30891,"1899,1017.47",
,bowl (object name),No: Optional[EA58343],"Grey and white variegated limestone bowl: with a flat base, flaring sides and a rounded external rim. The interior of the base is marked with two concentric incised circles. Restored from fragments.; ",,1st Dynasty,,Found/Acquired: Egypt,limestone,incised,2.80 centimetres base ;  9.30 centimetres rim ;  3.80 centimetres; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Percy Edward Newberry,,1926,,,Egypt and Sudan,EA58343,"1926,1111.9",
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_14/f50f87d9_5a29_46e6_b882_a3da00f09773/preview_01211736_001.jpg,bowl (object name),No: Optional[EA38047],Bowl of red-brown pottery with a dull black surface. The base is rounded and the convex sides curve inwards to the plain rim. Good condition.; ,,1st Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos),pottery,,6.10 centimetres rim ;  7.70 centimetres;  4.90 centimetres; ,,"Bibliography:
W. M. F. Petrie, 'Abydos' II (London 1903), 38 and pl. XLII, 22 or 23.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38047,"1903,1010.39",
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_14/59546f19_80ad_4402_b70c_a3da00f093a1/preview_01211734_001.jpg,bowl (object name),No: Optional[EA38046],Bowl of polished black pottery with a round base and incurved plain rim. Restored from fragments.; ,,1st Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos),pottery,polished,12.00 centimetres rim ;  6.20 centimetres; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1903,,,Egypt and Sudan,EA38046,"1903,1010.38",
,bowl (object name),No: Optional[EA68619],"A small piece of the rim of a bowl. The material is an unusual variety of coloured limestone, basically pink with darker red stripes. The rim curves inwards.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Den,limestone,,2.50 centimetres;  5.80 centimetres; ,,"Possibly W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl. LIII C, 443.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,,1976,,,Egypt and Sudan,EA68619,"1976,0724.73",
,bowl (object name),No: Optional[EA32643],"Fragments of bowl: eight fragments of a bowl of brown veined limestone (?) or sandstone (?), five fragments having been joined to reconstitute part of the base and side of the vessel. The three loose pieces are from the rim, which was of the incurved type. The bowl had a flat base and was finely worked with very thin sides.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djet,limestone (?); sandstone (?),,2.30 - 4.00 centimetres 3 separate frags. ;  13.30 centimetres 5 joined frags ;  1.50 - 3.60 centimetres 3 separate frags. ;  11.90 centimetres 5 joined frags. ; ,,"Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl. LIII B, 422.",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Society,,1900,,,Egypt and Sudan,EA32643,"1900,1015.5",
,bowl (object name),No: Optional[EA49115],Piece of a pink limestone bowl with decoration in the form of four cord-bands below the rim.; ,,1st Dynasty,,Excavated/Findspot: Abydos,limestone,,12.00 centimetres;  5.80 centimetres; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1909,,,Egypt and Sudan,EA49115,"1909,1029.1",
,bowl (object name),No: Optional[EA36401],Round-based dish: of pale yellow limestone banded with white. The rim is plain with a smooth rounded edge. Chipped in places.; ,,1st Dynasty,,Found/Acquired: Egypt,limestone,,22.40 centimetres max ;  5.20 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Purchased through: Rev Chauncey Murch;  Purchased through: Mohammed Mohassib,,1902,,,Egypt and Sudan,EA36401,"1902,0412.101",
,bowl (object name),No: Optional[EA36332],"Red breccia bowl: with a flat base and an incurving rim, rather irregular in height, the rim is flat on the inner edge, interior of the base smoothly rounded, without any incised ring, restored from fragments with several small pieces of the rim missing.; ",,1st Dynasty; 2nd Dynasty,,Excavated/Findspot: Abydos (?),breccia,incised,10.00 centimetres base ;  30.70 centimetres rim ;  9.70 centimetres; ,,,Spencer 1980 / Early Dynastic Objects,Not on display,,,Purchased from: Mohammed Mohassib,,1902,,,Egypt and Sudan,EA36332,"1902,0412.32",
https://media.britishmuseum.org/media/Repository/Documents/2017_2/20_15/3809e38d_4945_41d6_87e1_a72000f7a1f3/preview_30895.jpg,bowl (object name),No: Optional[EA30895],"Bowl of marl pottery with a flat base and an incurved rim, smoothed on interior and along outer rim; trimmed around lower body. Possibly coated with buff slip.; ",,1st Dynasty; Late Predynastic,,Excavated/Findspot: Hiw,pottery,slipped (?),7.00 centimetres base ;  16.00 centimetres rim ;  10.60 centimetres;  17.40 centimetres max ; ,,"For this site, see W. M. F. Petrie, 'Diospolis Parva : the cemeteries of Abadiyeh and Hu, 1898-9' (London, 1901).
Late ware L17f in Petrie’s Corpus of Prehistoric Pottery (1921).",Spencer 1980 / Early Dynastic Objects,Not on display,,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1899,,,Egypt and Sudan,EA30895,"1899,1017.51",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_16/617982e4_f78a_40d5_8d72_a3b90109122d/preview_00205685_001.jpg,bowl (object name),No: Optional[EA32676],Grey schist shallow bowl: with flat base and incurving rim. The interior of base is slightly countersunk.; ,,1st Dynasty,,Excavated/Findspot: Tomb of Qaa,schist,,7.60 centimetres base ;  25.80 centimetres rim ;  5.10 centimetres; ,,"Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' I, 28, pl.XXXVIII, 8;
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl. LI B, 223.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,1900,,,Egypt and Sudan,EA32676,"1900,1015.38",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_17/38bd1495_1816_4fd6_8ac7_a3b9011ef80d/preview_00211524_001.jpg,bowl (object name),No: Optional[EA68229],Schist bowl with an incised inscription: open bowl of grey schist with a flat base and incurving rim. The base is countersunk on the interior. On the side of the bowl there is an incised inscription. Restored from fragments.; ,,1st Dynasty,,Excavated/Findspot: Saqqara (Memphis),schist,incised,20.00 centimetres max ;  6.00 centimetres; ,Inscription type: inscription Inscription position: side Inscription script: hieroglyphic Inscription transliteration: It-nb.wy Inscription note: Incised. Possibly a personal name.; ,"Bibliography:
W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 61 and pl. 83, no. 10;
G. T. Martin, 'Hetepka', 17 and pl. 19, no. 2;
P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit I (Wiesbaden, 1963), 438;
P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit, supplement (Wiesbaden, 1964), 33, 76, abb. 1069;
B. Porter & R. Moss, 'Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs and Paintings' III, pt. 2 (Oxford: Clarendon Press), 446.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 12)",,,Donated by: Egypt Exploration Society,,1971,,,Egypt and Sudan,EA68229,"1971,0227.163",
